,time,site
137884,2022-06-04,ukd1103-45920
106512,2021-08-21,ukj4208-13500
130925,2022-05-18,ukk2102-19450
170071,2022-08-19,ukk2101-19150
130643,2022-05-17,ukk4301-21600
10221,2020-06-07,ukh1407-10800
28292,2020-07-20,uke2206-07300
67808,2021-05-21,ukd1203-45625
29477,2020-07-23,ukc1101-06100
90560,2021-07-14,ukj3305-16800
52209,2020-09-14,ukk4307-33900
82222,2021-06-24,ukj4210-12600
86667,2021-07-05,ukd4200-42100
48992,2020-09-07,ukj2310-11945
10630,2020-06-08,ukh1304-09850
117356,2021-09-16,ukj2205-14200
67980,2021-05-21,ukj4210-12750
171198,2022-08-23,ukh1303-10400
170870,2022-08-22,ukj3400-18400
98335,2021-08-01,ukk4305-25500
25856,2020-07-14,ukj3307-16300
162145,2022-07-31,ukk3104-32700
158641,2022-07-23,ukj3305-16800
153444,2022-07-11,ukc2106-04500
133824,2022-05-25,ukj4202-12100
5286,2020-05-26,ukk2101-19060
175630,2022-09-02,ukk3104-33650
89057,2021-07-10,ukk3106-27700
91496,2021-07-16,ukk2305-34900
154242,2022-07-12,ukk4305-25300
83643,2021-06-27,ukk4200-24500
95100,2021-07-25,ukh1304-09800
111685,2021-09-02,ukk3106-27900
93628,2021-07-21,ukk3104-32700
5875,2020-05-27,ukk4305-24800
171249,2022-08-23,ukj2203-14600
136432,2022-05-31,ukk3101-26530
75571,2021-06-08,ukk2206-20900
57059,2020-09-26,ukk1100-36050
131198,2022-05-19,ukf3102-09600
120274,2021-09-23,uki1101-11920
82397,2021-06-24,ukk4304-34200
9621,2020-06-05,ukk3106-32300
80361,2021-06-20,ukc2203-04800
92394,2021-07-18,ukk3105-30900
143297,2022-06-16,ukk4305-25400
49610,2020-09-08,ukk3106-28200
3701,2020-05-22,ukk3105-30900
138441,2022-06-05,ukj3400-17500
30045,2020-07-24,ukj2205-14200
76295,2021-06-10,ukj2205-14300
14639,2020-06-17,ukk3105-30200
128736,2022-05-13,ukj2402-15500
145941,2022-06-23,ukh1304-09800
61064,2021-05-05,ukc1101-06200
101594,2021-08-09,ukk3104-33200
99105,2021-08-03,ukk3105-31400
13281,2020-06-14,ukk2101-19000
69280,2021-05-24,ukk2206-20300
69587,2021-05-25,ukj2203-14600
44554,2020-08-27,ukk3106-27800
16423,2020-06-21,ukk4307-33800
61811,2021-05-06,ukk3105-31250
90623,2021-07-14,ukk2101-19160
173314,2022-08-28,ukh1305-10200
128532,2022-05-12,ukk4200-24000
20097,2020-06-30,ukk3104-32700
131143,2022-05-19,ukd1102-44300
41249,2020-08-19,ukk4305-25800
12229,2020-06-12,ukc2101-04250
168459,2022-08-15,ukk3104-32600
158242,2022-07-22,ukj4202-12100
122515,2021-09-28,ukk3102-28500
141922,2022-06-13,ukk3102-31900
74934,2021-06-07,ukd1203-45700
179730,2022-09-13,ukj4210-12300
142542,2022-06-15,uke1200-08300
174450,2022-08-30,ukk4305-25200
177420,2022-09-08,ukc1101-06200
61533,2021-05-06,ukd4305-43260
75527,2021-06-08,ukk1202-35700
137220,2022-06-02,ukj4210-12900
18871,2020-06-27,ukk3106-27600
40843,2020-08-19,ukc1101-06000
13430,2020-06-14,ukk4200-24200
91505,2021-07-16,ukk3101-26700
119959,2021-09-22,ukk2102-19450
167586,2022-08-13,ukk3101-26530
107217,2021-08-23,uke1200-08000
27291,2020-07-17,ukk3106-27600
74515,2021-06-06,ukd1203-45700
145461,2022-06-22,ukd1103-45600
102194,2021-08-11,uke1200-08700
2071,2020-05-18,ukk4301-22000
181462,2022-09-17,ukk2205-21100
180539,2022-09-15,ukj3308-17000
175921,2022-09-04,ukj3400-18350
30290,2020-07-24,ukk4304-34700
50438,2020-09-10,ukk3105-31350
149852,2022-07-02,ukk1202-35700
158902,2022-07-24,ukc1404-05700
130118,2022-05-16,ukk3101-26560
186101,2022-09-28,ukk2206-20700
17001,2020-06-23,ukj2402-15600
99040,2021-08-03,ukk2305-35100
43134,2020-08-24,ukj3400-18400
86484,2021-07-04,ukk3102-28700
142643,2022-06-15,ukj3305-16800
114152,2021-09-08,ukk3103-29501
164975,2022-08-07,ukj3400-18400
14112,2020-06-16,ukj4210-12700
179452,2022-09-12,ukk3106-28400
98183,2021-08-01,ukk2204-20100
170169,2022-08-19,ukk3105-31100
141827,2022-06-13,ukj4204-13000
93494,2021-07-21,ukj3307-16300
57496,2020-09-27,ukk2102-19200
112222,2021-09-04,ukd1203-45625
186162,2022-09-28,ukk3105-30600
62321,2021-05-08,ukc1101-06200
62243,2021-05-07,ukk3106-27900
51355,2020-09-12,ukk4305-26000
58099,2020-09-28,ukk4306-22800
39999,2020-08-16,ukk4307-33800
50845,2020-09-11,ukk3105-30200
163211,2022-08-03,ukh1305-10310
185841,2022-09-28,ukc1202-06300
149226,2022-07-01,ukc2102-03700
18124,2020-06-26,ukc2102-03600
35854,2020-08-07,uke1200-07900
121951,2021-09-27,uki1101-11930
179385,2022-09-12,ukk3102-28600
7879,2020-06-01,ukk3103-29400
149487,2022-07-01,ukk3101-26700
14592,2020-06-17,ukk3101-26530
160475,2022-07-27,ukk3105-30100
97397,2021-07-30,ukk3104-32550
21330,2020-07-03,ukk3101-26570
34277,2020-08-03,ukj3307-16350
4913,2020-05-25,ukk3101-26700
90732,2021-07-14,ukk3106-27600
183080,2022-09-21,ukj3400-18500
158143,2022-07-22,ukf3102-09700
151823,2022-07-07,ukf3102-09200
64845,2021-05-14,ukc2101-04000
87666,2021-07-07,ukj4210-12400
36627,2020-08-08,ukk4306-22700
39155,2020-08-14,ukk4306-22900
151178,2022-07-05,ukk3102-28700
163252,2022-08-03,ukj2205-14200
109776,2021-08-29,ukh1406-11000
59881,2021-05-02,uke2206-07000
106307,2021-08-20,ukk4306-22600
139079,2022-06-06,ukk4304-34800
79069,2021-06-16,ukk4305-26300
141598,2022-06-12,ukk4304-34200
36596,2020-08-08,ukk4301-22300
89496,2021-07-11,ukk4200-23100
104925,2021-08-17,ukk3102-31800
41886,2020-08-21,ukj4208-13800
53465,2020-09-17,ukk4306-22500
57762,2020-09-28,uke2206-07300
137079,2022-06-02,uke2206-07200
175682,2022-09-02,ukk4200-23700
186138,2022-09-28,ukk3103-29900
124831,2022-05-04,ukc2300-05600
136294,2022-05-31,uki1106-11940
183776,2022-09-23,ukd1203-45650
58069,2020-09-28,ukk4304-34200
186556,2022-09-29,ukk3103-29500
37090,2020-08-10,ukd1102-44300
137961,2022-06-04,ukh3100-11830
112241,2021-09-04,ukd5400-40900
100085,2021-08-06,ukd5300-41200
82997,2021-06-26,ukj2204-14000
130831,2022-05-18,ukj2202-14150
98535,2021-08-02,ukj3400-18100
111276,2021-09-01,ukk3106-32310
29338,2020-07-22,ukk3102-28700
173255,2022-08-28,ukd4200-42300
115379,2021-09-11,ukk2305-34900
134561,2022-05-27,ukf3102-09100
15138,2020-06-18,ukk4305-24900
156620,2022-07-18,ukk2205-20970
157055,2022-07-19,ukk2302-35600
168148,2022-08-14,ukk4306-22600
8216,2020-06-02,ukj4210-12630
88930,2021-07-10,ukj4210-12750
45260,2020-08-29,ukj4210-12400
29879,2020-07-23,ukk4305-25500
108731,2021-08-26,ukk3105-30600
105195,2021-08-18,ukj2100-14950
172177,2022-08-25,ukk2101-19150
126881,2022-05-08,ukk4305-25700
24986,2020-07-12,ukj2201-14500
178471,2022-09-10,ukj4210-12500
60904,2021-05-04,ukk2206-20700
705,2020-05-15,ukk3101-26900
70171,2021-05-26,ukk3104-33350
13779,2020-06-15,ukk3103-31500
125162,2022-05-04,ukk4200-23400
40053,2020-08-17,ukd4305-43260
170514,2022-08-21,ukk2205-20970
53052,2020-09-17,ukc1101-06000
151627,2022-07-06,ukk3104-33350
118650,2021-09-19,ukj3400-18350
34749,2020-08-04,ukk1202-35900
92368,2021-07-18,ukk3103-31500
64782,2021-05-13,ukk4200-23800
50320,2020-09-10,ukj4210-12800
27169,2020-07-17,ukk1202-35700
148578,2022-06-29,ukj4210-12450
101861,2021-08-10,ukj2402-15650
179016,2022-09-11,ukk3105-31400
575,2020-05-15,ukj2205-14200
149440,2022-07-01,ukk2101-19060
98518,2021-08-02,ukj3100-16600
148798,2022-06-30,ukc1404-05700
78897,2021-06-16,ukk2102-19450
39048,2020-08-14,ukk3104-33300
11785,2020-06-10,ukk4306-22400
87863,2021-07-07,ukk4305-25800
168764,2022-08-16,ukj3400-18400
122148,2021-09-27,ukk3105-31300
20820,2020-07-02,ukj3400-18350
159273,2022-07-24,ukk4301-21800
125193,2022-05-04,ukk4305-24900
117650,2021-09-17,ukc2106-04400
152674,2022-07-09,ukh1303-10500
113727,2021-09-07,ukk3103-28900
109737,2021-08-29,uke1200-08800
134770,2022-05-27,ukk3103-29200
4343,2020-05-24,ukh3311-11500
178681,2022-09-11,ukc1101-06000
88211,2021-07-08,ukk3105-31400
175563,2022-09-02,ukk2204-20000
31702,2020-07-28,ukh3100-11904
25418,2020-07-13,ukj2401-15200
33740,2020-08-02,ukd4312-42800
156119,2022-07-17,ukj3308-16900
184363,2022-09-24,ukj4210-12400
7804,2020-06-01,ukk1202-35800
145421,2022-06-22,ukc1101-06000
153288,2022-07-10,ukk3102-31800
30835,2020-07-26,ukh1303-10600
125492,2022-05-05,ukk3101-26700
100624,2021-08-07,ukj3400-17500
80354,2021-06-20,ukc2102-03900
186855,2022-09-30,ukj3308-17100
36394,2020-08-08,ukj3400-18100
15974,2020-06-20,ukk4304-34500
6053,2020-05-28,ukj2401-15300
70280,2021-05-27,ukc1101-06000
144153,2022-06-18,ukk4306-22800
90392,2021-07-14,ukc1101-06000
34183,2020-08-03,uke2206-07000
186597,2022-09-29,ukk3106-27200
147358,2022-06-26,ukk2205-20970
18004,2020-06-25,ukk3104-33650
118868,2021-09-19,ukk4305-25700
98201,2021-08-01,ukk2305-35000
142800,2022-06-15,ukk3105-30750
185015,2022-09-26,ukc2103-04600
113397,2021-09-06,ukk4301-21900
179364,2022-09-12,ukk2206-20600
172993,2022-08-27,ukj4209-12000
77951,2021-06-14,ukh3311-11600
105108,2021-08-18,ukd4303-41900
31548,2020-07-27,ukk4304-34400
45611,2020-08-30,ukj2100-14900
112073,2021-09-03,ukk3104-33400
14785,2020-06-18,ukd1203-45675
71256,2021-05-29,ukj2100-14950
23597,2020-07-09,ukc2102-03600
131481,2022-05-19,ukk4200-24200
96179,2021-07-27,ukk3106-27600
132257,2022-05-21,ukk3104-32900
135947,2022-05-30,ukj4210-12400
92405,2021-07-18,ukk3106-27300
159677,2022-07-25,ukk4200-23100
120433,2021-09-23,ukk3103-29100
12387,2020-06-12,ukj3308-16900
66232,2021-05-17,ukj2201-14550
18682,2020-06-27,ukj2401-15200
183788,2022-09-23,ukd4312-43000
95783,2021-07-26,ukk4200-23300
13303,2020-06-14,ukk2204-19800
137954,2022-06-04,ukh1407-10750
139484,2022-06-07,ukk4301-21600
66614,2021-05-18,ukh1305-10150
138347,2022-06-05,uke2206-07700
68158,2021-05-21,ukk4304-34800
15751,2020-06-20,ukj3305-16800
33966,2020-08-02,ukk3102-28500
9911,2020-06-06,ukk1202-36000
107310,2021-08-23,ukj2402-15700
100930,2021-08-08,uke1200-07900
133346,2022-05-24,uki1101-11930
122966,2021-09-29,ukk3104-33360
33910,2020-08-02,ukk2101-19000
174195,2022-08-30,ukj2202-14150
145401,2022-06-21,ukk4305-25300
124863,2022-05-04,uke1200-08000
123080,2021-09-30,ukc1202-06600
99645,2021-08-05,ukd1102-44200
48597,2020-09-06,ukj3400-17500
8074,2020-06-02,uke1200-08600
67453,2021-05-20,ukh1305-10200
90175,2021-07-13,ukj4209-11950
83631,2021-06-27,ukk4200-23200
92866,2021-07-19,ukk4301-21900
5303,2020-05-26,ukk2204-19700
33879,2020-08-02,ukj4204-13000
103607,2021-08-14,ukk2101-19030
59144,2021-04-30,ukj3400-17600
110631,2021-08-31,ukh3311-11350
167835,2022-08-14,ukh1304-09900
23533,2020-07-08,ukk4200-24100
151539,2022-07-06,ukk1202-36000
120482,2021-09-23,ukk3106-27700
167683,2022-08-13,ukk4200-23800
110194,2021-08-30,ukh1406-10900
154846,2022-07-14,ukj2403-16100
156411,2022-07-18,ukd1203-45675
112797,2021-09-05,ukj4208-13500
179720,2022-09-13,ukj4204-13200
88450,2021-07-09,ukj2401-15300
124036,2022-04-29,uke2206-07000
88248,2021-07-08,ukk4200-24000
40214,2020-08-17,ukj4210-12700
62388,2021-05-08,uke1200-08600
6843,2020-05-30,ukh1305-10000
92217,2021-07-18,ukj2205-14300
108160,2021-08-25,ukj3307-16350
185586,2022-09-27,ukj3305-16800
147149,2022-06-26,ukd1203-45675
3182,2020-05-21,ukk2101-19100
182414,2022-09-19,ukk4200-23300
158625,2022-07-23,ukj2401-15200
39814,2020-08-16,ukk2102-19200
15840,2020-06-20,ukk2206-20300
986,2020-05-16,ukj2100-14950
152156,2022-07-07,ukk4307-33900
143897,2022-06-18,ukj2402-15800
116791,2021-09-15,ukc1101-06200
158366,2022-07-22,ukk3104-33500
157837,2022-07-21,ukj4210-12300
133916,2022-05-25,ukk3102-28600
161656,2022-07-30,ukk2102-19350
117376,2021-09-16,ukj3305-16800
91629,2021-07-16,ukk4305-25300
142755,2022-06-15,ukk3102-28500
117011,2021-09-15,ukk1202-36000
32342,2020-07-29,ukk3106-27500
117448,2021-09-16,ukk2201-18700
152585,2022-07-09,ukc1202-06650
135093,2022-05-28,ukj4204-13200
53340,2020-09-17,ukk3102-31800
47849,2020-09-04,ukk2305-35200
145059,2022-06-21,ukd5400-40750
160076,2022-07-26,ukk3106-27500
23009,2020-07-07,ukk2305-35100
150036,2022-07-02,ukk4305-25700
93825,2021-07-22,uke2206-07500
154948,2022-07-14,ukk2206-20900
129043,2022-05-14,ukd1103-45920
97072,2021-07-29,ukk4305-24900
184047,2022-09-23,ukk3104-33400
120953,2021-09-24,ukk4305-24700
35194,2020-08-05,ukk2204-19700
93194,2021-07-20,ukk3102-31900
150099,2022-07-03,ukd4200-42300
43126,2020-08-24,ukj3400-17700
177948,2022-09-09,ukh1406-10900
143330,2022-06-17,ukc2101-04250
93458,2021-07-21,uki1101-11920
170380,2022-08-21,ukh3100-11850
23417,2020-07-08,ukk2205-21500
119100,2021-09-20,ukj4210-12850
172824,2022-08-27,ukd1102-44400
31097,2020-07-26,ukk3106-32400
22435,2020-07-06,ukh3100-11800
51939,2020-09-14,ukj2310-11945
20552,2020-07-01,ukk3106-27300
18119,2020-06-26,ukc1404-05800
182611,2022-09-20,ukj2201-14400
20590,2020-07-01,ukk4200-24600
107150,2021-08-22,ukk4307-33800
136748,2022-06-01,ukj3305-16700
17178,2020-06-23,ukk3105-31300
18035,2020-06-25,ukk3106-28200
126511,2022-05-08,ukd1102-44200
185848,2022-09-28,ukc1404-05800
56286,2020-09-24,ukk3102-31700
64530,2021-05-13,ukh3100-11780
96693,2021-07-29,ukc2102-03700
17364,2020-06-24,ukh1303-10650
85796,2021-07-03,ukc2101-04200
182898,2022-09-21,ukc1202-06650
74082,2021-06-05,ukc2204-05400
164291,2022-08-05,ukk3106-28000
166584,2022-08-11,ukh1407-10830
115376,2021-09-11,ukk2206-20900
165262,2022-08-08,ukd4312-42800
173129,2022-08-27,ukk3106-27600
71866,2021-05-30,ukk3105-31200
31300,2020-07-27,ukj2201-14400
6515,2020-05-29,ukj4204-13100
106822,2021-08-22,ukf3102-09400
78523,2021-06-15,ukk3102-28700
177008,2022-09-07,ukc1404-05900
114371,2021-09-09,ukh1303-10500
16277,2020-06-21,ukk3101-26560
181569,2022-09-17,ukk4100-26500
47504,2020-09-03,ukk3106-28100
142241,2022-06-14,ukj3400-18400
146666,2022-06-24,ukk4305-25500
84657,2021-06-30,ukh3311-11700
110964,2021-09-01,ukd1103-45920
56166,2020-09-24,ukj3305-16700
131537,2022-05-20,ukc1404-05700
133622,2022-05-24,ukk4305-26200
62854,2021-05-09,ukh3100-11780
41317,2020-08-20,ukd4305-43550
70984,2021-05-28,ukk3102-31650
69545,2021-05-25,ukh1305-10100
43208,2020-08-24,ukk2206-20600
103047,2021-08-13,ukf1400-09750
40939,2020-08-19,ukh1303-10600
71429,2021-05-29,ukk3104-33360
75942,2021-06-09,ukj4210-12800
123767,2022-04-28,ukk2101-19030
26988,2020-07-17,ukd1103-44800
35238,2020-08-05,ukk3102-31900
23612,2020-07-09,ukc2204-05300
106612,2021-08-21,ukk3103-29900
28862,2020-07-21,ukk2101-19060
149570,2022-07-01,ukk3106-32500
22310,2020-07-05,ukk4306-22400
2788,2020-05-20,ukk2205-21500
35072,2020-08-05,ukh3311-11100
104905,2021-08-17,ukk2305-35000
84216,2021-06-29,ukh1406-10900
124963,2022-05-04,ukj3100-16600
144322,2022-06-19,ukj2407-15400
80083,2021-06-19,ukj3304-16850
60976,2021-05-04,ukk3105-31400
26967,2020-07-17,ukc2102-03800
61854,2021-05-06,ukk4200-24300
35087,2020-08-05,ukj2100-14950
100392,2021-08-06,ukk4200-23300
70983,2021-05-28,ukk3102-31600
125856,2022-05-06,ukk1202-35800
26342,2020-07-15,ukk2102-19200
177654,2022-09-08,ukk2102-19200
162086,2022-07-31,ukk2204-19600
151846,2022-07-07,ukh1406-11000
89799,2021-07-12,ukk2204-19700
175048,2022-09-01,ukj2402-15600
165844,2022-08-09,ukj4210-12700
174820,2022-08-31,ukk3106-28300
30233,2020-07-24,ukk3106-27100
100132,2021-08-06,ukh1305-10100
73684,2021-06-04,ukd4305-43260
111385,2021-09-02,ukd1203-45650
186860,2022-09-30,ukj3400-17800
59697,2021-05-01,ukk3104-33360
170657,2022-08-21,ukk4305-24800
114339,2021-09-09,uke1200-07950
46860,2020-09-02,ukh3311-11100
119206,2021-09-20,ukk3105-30600
118455,2021-09-18,ukk4305-26300
24202,2020-07-10,ukj4208-13600
171130,2022-08-23,ukc2203-05000
126221,2022-05-07,ukj3100-16600
40864,2020-08-19,ukc2104-04280
109773,2021-08-29,ukh1305-10300
123139,2021-09-30,uke1200-08000
92406,2021-07-18,ukk3106-27400
141810,2022-06-13,ukj3400-17600
17160,2020-06-23,ukk3104-33500
154795,2022-07-14,ukh1407-10800
80782,2021-06-21,ukc2203-05000
152692,2022-07-09,ukh1407-10850
3478,2020-05-22,ukh1305-10150
97075,2021-07-29,ukk4305-25200
131134,2022-05-19,ukc2203-05000
142107,2022-06-14,ukd4312-42800
153093,2022-07-10,ukh1303-10350
2557,2020-05-20,ukc2203-04800
134140,2022-05-26,ukf3102-09100
150981,2022-07-05,ukf3102-09200
72340,2021-05-31,ukk4304-34100
128209,2022-05-12,ukd4200-42600
78435,2021-06-15,ukj4204-13100
117312,2021-09-16,ukh1305-10125
85072,2021-07-01,ukh3311-11350
57628,2020-09-27,ukk4200-23501
943,2020-05-16,ukh1303-10500
2342,2020-05-19,ukk2101-19160
170766,2022-08-22,uke4100-08901
2029,2020-05-18,ukk3106-27400
64815,2021-05-13,ukk4305-25500
124995,2022-05-04,ukj4208-13400
51666,2020-09-13,ukk3103-29800
130960,2022-05-18,ukk3101-26560
34387,2020-08-03,ukk3102-28500
94701,2021-07-24,ukh3100-11850
33421,2020-08-01,ukj2402-15650
149283,2022-07-01,uke1301-09000
43599,2020-08-25,ukk2101-19150
66357,2021-05-17,ukk2305-35000
39643,2020-08-16,uke1200-07900
43774,2020-08-25,ukk4305-25700
26381,2020-07-15,ukk3101-26560
13579,2020-06-15,ukh1305-10000
138509,2022-06-05,ukk2201-18900
29823,2020-07-23,ukk3106-28200
38772,2020-08-14,ukd1101-46100
98191,2021-08-01,ukk2206-20300
10025,2020-06-06,ukk3106-27100
152321,2022-07-08,ukj2407-15400
3069,2020-05-21,ukh3100-11800
171648,2022-08-24,ukh3311-11100
170833,2022-08-22,ukj2310-11945
122812,2021-09-29,ukj2402-15680
105600,2021-08-19,ukh3311-11100
35078,2020-08-05,ukh3311-11600
54988,2020-09-21,ukk2205-21000
142806,2022-06-15,ukk3105-31250
34267,2020-08-03,ukj2403-15900
164347,2022-08-05,ukk4305-25400
119408,2021-09-21,ukh1305-10150
43852,2020-08-26,ukd5400-41000
82422,2021-06-24,ukk4306-22400
152390,2022-07-08,ukk2101-19160
99432,2021-08-04,ukk2201-18750
140751,2022-06-10,ukk4301-22000
47069,2020-09-02,ukk3105-31300
27853,2020-07-19,ukd5400-40900
151885,2022-07-07,ukj2205-14200
112995,2021-09-05,ukk4305-25000
183715,2022-09-22,ukk4305-25500
121423,2021-09-26,ukc2203-04800
153140,2022-07-10,ukj2201-14400
40930,2020-08-19,ukf3102-09300
76776,2021-06-11,ukj4210-12630
150502,2022-07-04,ukc2203-05200
50455,2020-09-10,ukk3106-32100
1517,2020-05-17,ukk2204-20000
178546,2022-09-10,ukk3102-31600
118889,2021-09-20,ukc1202-06500
174356,2022-08-30,ukk3104-32750
76417,2021-06-10,ukk3101-26530
65871,2021-05-16,ukj4208-13700
151549,2022-07-06,ukk2102-19170
78303,2021-06-15,ukd5400-41000
49018,2020-09-07,ukj3400-17500
138853,2022-06-06,ukj3305-16700
18821,2020-06-27,ukk3103-28900
143797,2022-06-18,ukd5400-40800
178370,2022-09-10,ukh1406-11000
72349,2021-05-31,ukk4305-24700
77194,2021-06-12,ukj4210-12600
163929,2022-08-04,ukk4305-25700
165480,2022-08-08,ukk3101-26520
74642,2021-06-06,ukj3308-16900
50139,2020-09-10,ukd1101-46100
94664,2021-07-24,uke2206-07600
15070,2020-06-18,ukk3105-31100
42572,2020-08-23,ukd1203-45700
80176,2021-06-19,ukk2206-20500
128587,2022-05-13,ukc1202-06600
170683,2022-08-22,ukc1101-06100
132908,2022-05-23,ukh3100-11800
103108,2021-08-13,ukj2204-13900
162910,2022-08-02,ukk2101-19030
170596,2022-08-21,ukk3105-31400
22125,2020-07-05,ukk2101-19050
43214,2020-08-24,ukk2302-35600
119812,2021-09-22,ukf3102-09500
160717,2022-07-28,ukj2100-15000
151432,2022-07-06,ukh3100-11800
168570,2022-08-15,ukk4306-22700
21123,2020-07-03,uke1200-08200
22628,2020-07-06,ukk3104-33200
165385,2022-08-08,ukj3400-17500
173622,2022-08-28,ukk4306-22600
83561,2021-06-27,ukk3103-29100
847,2020-05-15,ukk4307-33900
34117,2020-08-03,ukc1404-05800
73472,2021-06-03,ukk2206-20500
73087,2021-06-02,ukk3103-29200
71458,2021-05-29,ukk3106-27600
109088,2021-08-27,ukk2206-20600
148354,2022-06-28,ukk4305-25900
81719,2021-06-23,ukh3311-11300
104051,2021-08-15,ukk2205-20970
147293,2022-06-26,ukj3400-18400
183204,2022-09-21,ukk3104-33360
120692,2021-09-24,uki1101-11910
111932,2021-09-03,ukj3307-16400
48084,2020-09-05,ukf1400-09750
132840,2022-05-23,ukd4200-42600
85883,2021-07-03,ukh1304-09850
84929,2021-06-30,ukk4305-25700
49553,2020-09-08,ukk3102-32000
135238,2022-05-28,ukk3106-27600
161725,2022-07-30,ukk3104-32750
42348,2020-08-22,ukk2201-18800
130154,2022-05-16,ukk3104-33200
168059,2022-08-14,ukk3105-30700
44335,2020-08-27,ukh3311-11250
46757,2020-09-02,ukc2103-04700
53720,2020-09-18,ukk2204-19900
60801,2021-05-04,ukj2402-15700
54602,2020-09-20,ukk3102-31700
141182,2022-06-11,ukk4304-34600
92705,2021-07-19,ukk1100-36050
140501,2022-06-10,uki1101-11910
138325,2022-06-05,ukd5400-40900
74709,2021-06-06,ukk2201-17300
91208,2021-07-15,ukk4305-25100
83907,2021-06-28,ukk1202-35700
46670,2020-09-01,ukk3106-32310
109021,2021-08-27,ukj4204-13000
147645,2022-06-27,ukh3100-11850
107861,2021-08-24,ukk3103-28900
86338,2021-07-04,ukj2100-14800
95063,2021-07-25,ukd5400-41000
99358,2021-08-04,ukj3305-16700
169380,2022-08-17,ukk4301-22100
43432,2020-08-25,uke1200-07900
110558,2021-08-31,ukd4312-42800
132399,2022-05-22,ukc2203-05200
100406,2021-08-06,ukk4301-21700
1022,2020-05-16,ukj3308-17100
45645,2020-08-30,ukj3307-16400
61369,2021-05-05,ukk3104-33000
185624,2022-09-27,ukj4210-12300
97839,2021-07-31,ukk3105-30750
185377,2022-09-26,ukk4301-21900
116150,2021-09-13,ukj4208-13600
162545,2022-08-01,ukk3102-28700
71911,2021-05-30,ukk4200-24500
23768,2020-07-09,ukj3400-18400
121322,2021-09-25,ukk3106-27900
136206,2022-05-31,ukd4200-42300
5450,2020-05-26,ukk4304-34600
84962,2021-07-01,ukc2102-03800
183391,2022-09-22,uke2206-07300
144088,2022-06-18,ukk3106-32100
167636,2022-08-13,ukk3105-30500
155156,2022-07-15,ukd4305-43260
112817,2021-09-05,ukk1100-36050
155044,2022-07-14,ukk4100-26400
88525,2021-07-09,ukk2101-19060
174386,2022-08-30,ukk3105-31450
108999,2021-08-27,ukj3307-16400
485,2020-05-15,ukd5300-41500
184891,2022-09-25,ukk3104-33600
42620,2020-08-23,ukh1303-10350
68615,2021-05-23,ukc1404-05900
112640,2021-09-05,ukd1103-45920
27421,2020-07-18,ukd4303-41800
105868,2021-08-19,ukk4304-34800
13968,2020-06-16,uke1200-08600
133126,2022-05-23,ukk3105-31400
126533,2022-05-08,ukd5300-41300
76200,2021-06-10,ukd4312-42800
28550,2020-07-20,ukk3106-27200
68829,2021-05-23,ukk2101-19020
138494,2022-06-05,ukk2101-19060
43044,2020-08-24,ukh1303-10600
165366,2022-08-08,ukj2402-15680
33555,2020-08-01,ukk3102-32000
102938,2021-08-12,ukk4305-24900
181220,2022-09-17,ukc2101-04200
107690,2021-08-24,ukh3100-11850
143665,2022-06-17,ukk3106-28300
66089,2021-05-16,ukk4307-33900
94660,2021-07-24,uke2206-07200
149641,2022-07-02,ukc1404-05800
105531,2021-08-19,ukd4312-43000
4640,2020-05-25,ukc1202-06300
93182,2021-07-20,ukk3101-26800
128687,2022-05-13,ukh1305-10200
80574,2021-06-20,ukk2201-17200
142265,2022-06-14,ukj4210-12600
149549,2022-07-01,ukk3106-27300
86306,2021-07-04,ukh1305-10125
94674,2021-07-24,ukf3102-09700
